TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
Kent St.,MAC,34,20,106.6,102.1,,48.8,48.5,18.9,20.8,34.5,33.2,43.8,41.3,46.3,49.5,35.8,31,66.9,-6.8,NA,NA,2013
Evansville,MVC,35,20,104.8,96.2,,48.5,50.7,16.9,21.5,29.3,29.3,31.1,34.4,46,49.7,36.7,35.2,66.1,-4.6,NA,NA,2013
Kentucky,SEC,33,21,109.7,96.7,,52.6,43.9,19.4,17.6,34.7,31.2,41.7,30.2,52.9,42,34.6,32.4,67.5,-0.2,NA,NA,2013
Massachusetts,A10,33,21,106.7,97.4,,49.5,47.4,20.3,18.9,32.4,32.6,35.8,35,48.9,46.9,33.6,32.4,71.2,-1,NA,NA,2013
Charlotte,A10,33,21,99.8,96.1,,47.1,46.9,22.3,20.2,36.5,31.1,44.8,39.3,49.2,45.3,26.8,33.3,67.8,-1.6,NA,NA,2013
Vermont,AE,33,21,101.8,99.2,,48.6,46.7,20.6,20.6,34.3,28.8,44.8,33.8,48.7,45.3,32.2,32.7,62.3,-6,NA,NA,2013
Norfolk St.,MEAC,33,21,94.3,97.6,,46.2,44.9,21.1,22,33.7,36,40,38.5,45.2,45.3,32.5,29.3,68.5,-6.2,NA,NA,2013
Western Michigan,MAC,34,21,99.8,99.8,,48.2,46.9,22.3,19.1,35.6,29.1,45.8,35.5,48.2,44.4,32,34.5,66,-6.1,NA,NA,2013
Denver,WAC,32,22,109,94.8,,56.2,47.3,18.6,26.2,22.7,34.1,31.2,41,56.1,46.5,37.5,33.1,59.1,-2.7,NA,NA,2013
Baylor,B12,36,22,112.4,95.3,,51.6,45.7,17.2,18.7,33.5,32.8,36.3,33.3,51.1,44.7,34.9,32.2,67.6,-2.5,NA,NA,2013
North Dakota St.,Sum,32,22,102.1,94.2,,52.8,44.4,18.1,18.1,30,25.1,28.4,35.4,52.3,42.3,35.8,32.4,60.8,-3.6,NA,NA,2013
Mercer,ASun,34,22,102.3,98.6,,50.3,46.7,19.5,21.8,29.6,32.6,35.6,40.3,48.4,43.7,35.4,34.5,62.8,-5.6,NA,NA,2013
Alabama,SEC,35,22,102.6,89.7,,47.9,45.7,19.9,22.6,32,32.9,33.9,32.7,47.1,45.2,33,31.3,61.7,-1.5,NA,NA,2013
Arizona St.,P12,35,22,107.5,96.3,,52.3,46.4,18.5,18.1,28.3,30,35.9,26.6,52.5,44.5,34.6,33.7,66.2,-1.7,NA,NA,2013
Wright St.,Horz,35,22,96.2,91.6,,49.5,46.8,20.3,24.3,26.4,29.1,33,43.5,48.4,47.3,34.6,30.5,63.2,-5.9,NA,NA,2013
George Mason,CAA,38,22,102.4,98.3,,48.5,47.3,20.3,21.8,34.7,33.4,35.3,44.5,47.1,45.8,34.6,33.3,67,-7.8,NA,NA,2013
Virginia,ACC,35,23,107.4,90.3,,51.6,44.1,18.2,20.9,28.3,27.9,31.6,31.8,48.9,42.7,38.5,31.2,60.7,-1.5,NA,NA,2013
Stephen F. Austin,Slnd,28,23,98,88.7,,50.5,42.2,20.5,22.6,34.1,25.9,40.4,35.5,50.9,41.4,32.8,29.7,60.8,-0.5,NA,NA,2013
Eastern Kentucky,OVC,33,23,108.4,103.7,,54,51.2,17.9,25.5,27.9,38,34.8,43.7,55.4,53.3,35,31.5,65.1,-4,NA,NA,2013
BYU,WCC,35,23,109.1,95.8,,50.2,48.1,17,19.3,32.8,27.7,36,37.6,50.2,47.1,33.5,33.3,71.4,-2.5,NA,NA,2013
Loyola MD,MAAC,35,23,102.3,98.5,,46.9,45.8,18.4,20.9,37.1,35.9,41,42.4,47.6,46.2,29.9,30,63.7,-4.9,NA,NA,2013
Iowa,B10,37,24,109.1,90.5,,46.4,44,18.6,19.7,36.6,30.8,40.8,31.2,47.1,43.7,29.9,29.7,67.7,0.1,NA,NA,2013
Stony Brook,AE,32,24,104.3,93.2,,49.6,44.1,18.3,20.5,31.9,27.4,37.7,26.7,48.1,42.4,35.4,31.2,64.3,-2,NA,NA,2013
Ohio,MAC,34,24,105,95.4,,53.6,47.5,18.5,25.5,27.4,34.4,31.3,45.9,54.3,46.5,35.1,33.1,67.9,-2.5,NA,NA,2013
College of Charleston,SC,34,24,101.4,98.7,,50.2,45,20.6,15.5,33.3,27.2,38.5,26.9,49.4,45,34.5,30,64.4,-3.8,NA,NA,2013
Robert Morris,NEC,35,24,103.8,99.9,,51,50.6,19.2,24.6,31,32.5,37,46,46.7,51.1,38.1,33.2,64.8,-5.9,NA,NA,2013
Santa Clara,WCC,36,24,108.8,98.2,,50.7,47.5,18.3,21.1,32.8,33.4,37,42,48.9,45.8,35.8,34.3,68.5,-3.3,NA,NA,2013
Maryland,ACC,38,25,106.1,92.7,,51.6,43.6,22.2,15.7,36.9,27.9,34.5,29.7,51.9,42.7,33.9,30.3,67.2,-1.3,NA,NA,2013
Southern Miss,CUSA,35,25,109.4,96.5,,53.1,48.5,22,24.3,38,31.7,36.5,40.6,51.8,47.8,37.4,32.9,64.8,-0.6,NA,NA,2013
Louisiana Tech,WAC,33,26,98.9,92.6,,46.5,45.1,17.7,24.6,33.8,33.6,35.5,36.2,45.7,45.3,31.9,29.6,70.4,-1,NA,NA,2013
Weber St.,BSky,35,28,107.3,97.5,,56,44.4,18.7,16.6,29.6,25.3,39.6,33.6,53.7,44.7,40.6,28.9,65.2,-2.7,NA,NA,2013
Maryland Eastern Shore,MEAC,28,2,85.2,111,,39.8,53.7,23.5,21.4,34.9,34,35.3,33.2,39.3,53.4,27.2,36.3,64.8,-21.3,NA,NA,2013
Binghamton,AE,29,2,85.2,107.7,,41.8,51.4,23.2,16.8,26.5,30.3,33.6,31.4,41.3,49.8,28.6,35.9,66.4,-21.7,NA,NA,2013
Kennesaw St.,ASun,30,3,90.4,110,,44.7,55.5,21,21.3,30.7,33.1,37.4,47.6,44.4,54.7,30.3,38.2,64.4,-22,NA,NA,2013
Lamar,Slnd,31,3,83.3,110.2,,42.4,50.3,25.5,16,32.4,34.4,31.5,29,42,48.9,30.3,35.8,70.3,-21.4,NA,NA,2013
New Orleans,ind,22,4,86.6,112.1,,44.9,54,24.4,21.2,27.4,36.6,38.8,41.5,46.1,52.7,27.1,38.1,71.1,-14.9,NA,NA,2013
Louisiana Monroe,SB,27,4,90.9,109.4,,48.4,53.5,24.1,21.9,27.3,34.1,31.5,39.6,46.6,53.1,34.8,36.2,66.1,-18,NA,NA,2013
UC Riverside,BW,28,4,87.4,101.6,,45.3,50.5,22.6,18.1,30.7,27.4,32.5,32.7,46.3,47.5,28.7,36.9,63.1,-19.8,NA,NA,2013
South Carolina St.,MEAC,28,4,90.4,111.5,,42.2,49.9,22.8,18.6,35.6,37.5,27.3,36.4,42.5,49.4,27.5,33.9,65.5,-19.3,NA,NA,2013
Rice,CUSA,29,4,95.1,110.7,,46.9,55.3,16.7,21,19.2,36.6,28.2,46.7,44.5,55.5,33.4,36.7,62.8,-18.9,NA,NA,2013
Northern Illinois,MAC,29,4,83.7,101.1,,39.7,50.1,23.3,22.4,33.2,29.6,35.8,51.9,38.8,49.5,27.8,34.1,62.5,-19.7,NA,NA,2013
IUPUI,Sum,30,4,95.4,115.7,,50.5,55.9,18.8,16.9,22.1,33.7,24.2,31.6,48.6,54.5,36.1,39.2,66.2,-20,NA,NA,2013
Texas A&M Corpus Chris,Slnd,28,5,94.6,109.7,,45.4,51,18.8,19.1,29.8,34.6,32.2,47.4,45.2,49.3,30.5,36.2,62.5,-17.5,NA,NA,2013
Mississippi Valley St.,SWAC,28,5,88.8,111.3,,42.2,51.5,21.5,22.2,31.6,37.5,39.5,43.1,40.5,50.9,30.3,35.4,70.6,-18.3,NA,NA,2013
Idaho St.,BSky,29,5,90.5,107,,46.2,52.1,19.5,20.8,24.5,34.3,37.5,34.6,45.7,49.7,31.4,37.4,60.3,-19.5,NA,NA,2013
St. Francis PA,NEC,29,5,92.1,111.2,,48.2,53,22,19.1,27.6,34.7,31.6,39.9,45.7,51.4,34.8,37.5,63.4,-19.2,NA,NA,2013
Presbyterian,BSth,29,5,93.3,116.5,,48.9,53.8,20.8,16.4,22.7,35.3,26.4,34.7,47.4,51.1,34.5,39.4,62.3,-18.9,NA,NA,2013
Furman,SC,29,5,90.4,113.5,,45.8,52.6,22.7,17.2,28.4,33.5,35.3,29.2,44,50.3,32.6,38.6,64.9,-20,NA,NA,2013
Old Dominion,CAA,30,5,97.7,106.6,,44.9,52.3,20.7,20.4,38.8,33.1,34.6,39.2,46.6,48.8,27.3,39.1,66.8,-20,NA,NA,2013
Portland St.,BSky,26,6,100.7,117.7,,49.7,53.9,18.2,17.2,31.1,32.8,31.9,33.3,47.6,53.4,37.2,36.9,65,-16.1,NA,NA,2013
The Citadel,SC,28,6,96.7,118.7,,50.5,55,23.9,18,30.9,36.2,37.8,28.8,48.9,53.6,35.9,38.2,65.4,-18,NA,NA,2013
Austin Peay,OVC,29,6,96.7,110.2,,51.7,52,23.2,18.1,28.9,35.3,37.4,29.3,48.8,51.8,38.1,34.9,69.2,-18.5,NA,NA,2013
Florida A&M,MEAC,29,6,88.6,106.5,,43,50.5,22.5,22.7,31.6,37.4,32.7,42.2,41.9,49.3,30.3,35.4,69.6,-18.4,NA,NA,2013
Howard,MEAC,29,6,81.2,101.1,,39.2,47.3,23.9,22.9,35.1,34.3,34.1,37,39.9,45.8,24.9,33.3,62.4,-17.7,NA,NA,2013
Fordham,A10,30,6,98.6,105.7,,45,51.1,22.9,16.3,36.1,32.5,32.6,45.1,44.2,50,31.3,35.6,68.8,-13.2,NA,NA,2013
Milwaukee,Horz,30,6,93.7,106.5,,44.6,50.5,21.5,17.6,29,35,36.1,30.2,43.5,51.1,30.8,32.7,65.9,-17.4,NA,NA,2013
Hofstra,CAA,31,6,88.1,100,,42,48.9,22.2,20.6,34.3,34.9,39.3,36.7,41.6,50,28.7,31,64.9,-19.7,NA,NA,2013
Longwood,BSth,31,6,93.5,114.2,,48.3,54.4,22.7,18.4,28.8,34.6,30.5,34.7,48.3,53.1,32.1,38.3,70.7,-19.5,NA,NA,2013
SIU Edwardsville,OVC,25,7,90.4,106.4,,47.7,51.6,21.7,21.1,28.5,32,32.8,36.9,44.6,52.6,36.4,33,66.2,-13.8,NA,NA,2013
Tennessee Martin,OVC,28,7,91.9,112.9,,43.3,53.5,21.1,19.3,32.3,32.7,37.7,44.9,40.9,53.3,32.7,35.9,68.4,-16,NA,NA,2013
Seattle,WAC,29,7,92.5,97.1,,47.1,46.7,25.5,19.8,36.7,29.9,28.8,42.7,46.5,45.9,32.2,32.1,70.1,-16.2,NA,NA,2013
UNC Greensboro,SC,29,7,96.1,106.4,,47,50.2,17.8,19.2,29.2,28.1,33.7,51.9,45,48.2,33.8,36.2,71.8,-18,NA,NA,2013
Chicago St.,GWC,29,7,90.6,102.1,,44.4,50.5,21.2,23.5,30.1,33.9,24.6,48.1,41.9,48.6,32.6,36,67.1,-15.7,NA,NA,2013
UMBC,AE,30,7,94.8,107.4,,46.6,51.2,21.3,20.2,28.7,32.9,30.1,44,44.2,53.8,33.9,30.9,67.7,-17.6,NA,NA,2013
Navy,Pat,30,7,87.7,102.8,,44.1,49.6,18.5,21.6,25.8,34,27.9,38.4,42.2,50.7,32.1,31.9,61,-18.2,NA,NA,2013
Coppin St.,MEAC,31,7,92.1,106.5,,42.6,50.1,21,23.3,29,39.2,31.2,37.1,39.6,53.4,31.2,29.6,68.7,-18,NA,NA,2013
UMKC,Sum,31,7,91.6,106.4,,47.4,54.5,23,19.3,29.1,30.5,30.3,42.3,45.9,52,33.5,40.1,65,-17.6,NA,NA,2013
Fairleigh Dickinson,NEC,31,7,92.1,112.8,,48.9,52.6,22.5,17.5,26.2,38.5,35.2,35.7,47.2,51.7,35,36.3,68.7,-18.6,NA,NA,2013
Dartmouth,Ivy,27,8,95.1,105.3,,45.5,50.7,20.5,21,28.4,30.9,33.4,43.1,43.5,49.5,33.3,35.5,64.6,-14.1,NA,NA,2013
New Hampshire,AE,28,8,90.9,100.3,,43.9,45.8,18.6,18.8,28.1,30.5,34.7,36.3,42.9,47.5,30.5,27.9,64.3,-15,NA,NA,2013
South Dakota,Sum,28,8,101.4,112.1,,50.8,53.3,17.9,15.7,24.2,31.9,37.4,26,48.2,51.3,37.1,38,67.8,-14.1,NA,NA,2013
San Jose St.,WAC,28,8,88.1,102.4,,41.1,48.7,20.2,19,33.3,31.9,36.7,34.2,40.1,48.1,28.9,33.5,67.2,-14.4,NA,NA,2013
Rhode Island,A10,29,8,99.9,99.4,,46,48.7,18.8,19.6,28.4,35.5,35.9,40,44.6,47.5,32.2,34.2,63.2,-11.6,NA,NA,2013
Duquesne,A10,30,8,98.9,104.6,,47.9,51.5,20.8,17.3,30.9,33.2,31.7,32.8,45.9,48.7,33.8,37.9,69.3,-12.5,NA,NA,2013
Miami OH,MAC,30,8,97.1,103.5,,48.2,54,21.9,23.1,27.5,34.1,36,37.6,48,52.7,32.4,37.5,65.8,-14.5,NA,NA,2013
Siena,MAAC,32,8,94.1,106.1,,46.1,48.7,23.7,17,33,34.5,38.1,27.7,43.8,48.2,33.7,33.1,64.1,-18.4,NA,NA,2013
Fresno St.,MWC,28,9,98.1,92.6,,43.5,45.4,18.5,20.2,29.2,34.9,37.3,47.1,39.9,46.7,33.7,28.1,62.2,-8.8,NA,NA,2013
UC Santa Barbara,BW,29,9,95,101.6,,48.8,49.1,22.4,18.1,31,32.2,30.1,38.2,46.9,45.3,34.2,37.3,64,-13.3,NA,NA,2013
UNC Wilmington,CAA,29,9,95.9,106.6,,46.6,50.2,21.4,17.5,31.5,32.8,36.7,38,45.1,50.3,33.5,33.3,66.7,-14.5,NA,NA,2013
Sacred Heart,NEC,29,9,98.1,110.1,,49.8,51.2,21.9,18.1,33.2,35.6,32.2,38.2,48.4,49.1,35.2,37.1,68.4,-14.6,NA,NA,2013
Southern Utah,BSky,29,9,91,104.6,,44.4,48.6,21.9,17.2,32,27.8,36.8,57,42.9,47.1,32.2,35.1,69.7,-15.7,NA,NA,2013
Alabama A&M,SWAC,29,9,89.2,111.1,,43.8,49.8,21,17.4,31.8,31.9,36.9,36,43.9,48.8,28.9,34.9,66.1,-16,NA,NA,2013
Portland,WCC,30,9,93.5,101.1,,44,49.6,23.3,17.9,33.7,31,36.1,35.8,43.2,47.7,31,35.7,65.4,-11.7,NA,NA,2013
Saint Peter's,MAAC,30,9,92.1,102.5,,45.8,50.1,20,22,30.3,32.5,30.3,41.7,44.1,49,33.6,35,63.7,-15.8,NA,NA,2013
Nicholls St.,Slnd,30,9,97.1,109.6,,48.7,52.1,20.2,20.9,30.1,35.1,40,39.3,50.1,51.1,30.5,36.5,67.2,-15.4,NA,NA,2013
Missouri St.,MVC,31,9,100,102.7,,44.9,51.9,16.8,19.5,25.8,31.7,34.4,37.9,45.8,52.5,28.8,33.9,61,-12.1,NA,NA,2013
Penn,Ivy,31,9,93.3,100.2,,47.7,47.8,23.5,21.4,26.8,32.9,34.4,44.9,46.1,45.8,34.3,34.4,68.4,-15.1,NA,NA,2013
East Tennessee St.,ASun,31,9,92.6,109.4,,45.7,54.1,20,21.1,27.1,35.5,31.6,33.5,44.2,52.8,32.3,37.2,65.2,-15.5,NA,NA,2013
Alabama St.,SWAC,31,9,91.1,110.1,,45.1,49.4,22,19.5,33.4,34.5,32.2,38,44.8,47.6,30.6,35.2,67,-17.2,NA,NA,2013
Auburn,SEC,32,9,97,99.4,,46,49.7,19.7,19.8,29.2,29.9,35.3,43,45.7,48.3,31.1,34.5,67.1,-13.4,NA,NA,2013
Alcorn St.,SWAC,32,9,85.4,101.2,,42.3,44.4,22.2,19.1,29.3,36,38.1,47,41.6,43.8,29.3,30.5,67.7,-16.7,NA,NA,2013
Columbia,Ivy,26,10,98.7,101.9,,47.6,49.3,17.8,20.1,29,27,33.7,42.4,44.5,46.5,35.4,37.3,61.7,-11.7,NA,NA,2013
Cal St. Bakersfield,ind,26,10,95.6,103.1,,46.8,51.5,20.7,21.9,30.1,30.2,35.4,52.4,44.7,51.3,33.7,34.6,66.5,-10.4,NA,NA,2013
Tennessee Tech,OVC,27,10,94.7,105.2,,46.9,51.2,24.2,21.5,35.3,34.6,38.2,45.8,47.3,51.2,30.8,34.1,65.6,-12.5,NA,NA,2013
Pepperdine,WCC,28,10,97.6,101.8,,48.6,48.1,23,17.9,32.4,33.3,34.3,33.2,46.8,45.5,35.3,35.4,63.8,-10.7,NA,NA,2013
Utah Valley,GWC,28,10,96.4,110.7,,49.6,50.5,18.9,17.3,25.7,30.1,30.5,27.4,50.3,50,32.1,34.4,64.5,-14.3,NA,NA,2013
Maine,AE,29,10,95.8,103.6,,47.3,48.2,21.7,17.2,30.4,30.4,33.3,34.3,48.8,45.9,29.2,35.4,69.6,-13.9,NA,NA,2013
Radford,BSth,29,10,90.2,101.7,,44.2,49,19.5,21.6,32.2,31.9,35.8,39.9,42.9,47,31.2,36.6,67.6,-15.6,NA,NA,2013
Nebraska Omaha,Sum,29,10,98.4,116.9,,51.5,55.7,20.1,17.6,24.5,37.1,28.9,29.1,50.2,54.8,36.5,38.4,72.4,-13.4,NA,NA,2013
Central Michigan,MAC,30,10,103.6,111,,48.3,55,19.8,19.8,30.9,33.1,39.4,34.8,47.1,54.2,33.2,37.7,65.6,-13.8,NA,NA,2013
American,Pat,30,10,95.7,106.4,,47.3,51.3,20.2,15.6,28.5,27,30.9,27.9,43.8,45.7,36.2,41.1,59.9,-13.4,NA,NA,2013
Penn St.,B10,31,10,101.5,97.8,,44.2,49.4,18.9,17.5,30.9,27.1,37.1,51.1,44.1,48,29.6,34.4,65.3,-7.4,NA,NA,2013
Marist,MAAC,31,10,97,103.5,,48.4,49.9,20.8,18.9,27,33.1,39.6,32,46.6,47.6,34.6,36.8,68.3,-15.1,NA,NA,2013
TCU,B12,31,10,92.7,99.9,,43.3,49.7,21.9,20.1,32,32.8,40.6,34.1,42.3,49,30.8,34.2,61.1,-11.2,NA,NA,2013
Eastern Washington,BSky,31,10,96.4,107.8,,48.8,48.1,19.3,15.8,29.4,35.3,32,36.2,47,46.2,34.1,35.1,68.5,-16.7,NA,NA,2013
Samford,SC,31,10,96.1,107.8,,50.7,51.8,21.1,20,26.8,34.4,31.3,36.6,48.7,50.8,36.4,35.9,60.7,-15.3,NA,NA,2013
Monmouth,NEC,31,10,90.7,103.6,,44.4,52.9,20.9,25.5,29.8,35.2,32.3,41.5,43.5,52.2,31,36,70.3,-15.4,NA,NA,2013
Loyola Marymount,WCC,32,10,95.7,99.7,,44.6,51.4,20.1,20.9,32.7,32.4,34,40.4,42.6,48.7,32.6,37.5,64.8,-12.7,NA,NA,2013
Mississippi St.,SEC,32,10,89.8,98,,44.6,49.9,24.8,22.3,30.5,36.1,40.8,25.8,45.5,50,28.4,33.2,68.1,-11.6,NA,NA,2013
UTSA,WAC,32,10,97.7,107.5,,46.9,52.6,20.6,20.4,31,34.4,36.4,34.4,44.7,52.3,33.4,35.4,64.6,-15.7,NA,NA,2013
Coastal Carolina,BSth,26,11,96,101.8,,47,49.6,21.7,22,37,30.6,35.8,39.1,46.8,47.7,31.6,34.8,65.1,-11.6,NA,NA,2013
Northern Kentucky,ASun,27,11,95.9,103.3,,48.1,49.8,18.9,21,25.2,31.7,28.4,35.7,46.8,49.5,33.1,33.5,59.6,-12,NA,NA,2013
Houston Baptist,GWC,27,11,85.7,102.4,,43.8,47.3,25,22.6,31.7,33,37.5,41.7,42.5,46.8,31.7,32.6,69,-12.7,NA,NA,2013
Winthrop,BSth,28,11,94.3,103.9,,46.6,47.1,21.4,18.2,29.3,30.6,36.1,36.7,46.4,46.1,31.3,32.6,61.1,-12.5,NA,NA,2013
VMI,BSth,28,11,100.5,112.3,,49.2,51.2,17.6,18.6,32,37.2,30.5,30.7,49.9,49.8,32.2,36.3,71.3,-13.7,NA,NA,2013
Montana St.,BSky,28,11,98.8,113.2,,47.8,55.5,17,21.1,29.2,30.1,37.3,39.6,46.5,53.7,33.3,39.1,66.2,-13.8,NA,NA,2013
Central Arkansas,Slnd,28,11,97,111.9,,47.9,50.7,19.8,19.4,33.4,36.6,29.6,40.8,46.4,49.6,34.2,35.7,72.6,-13,NA,NA,2013
McNeese St.,Slnd,28,11,93.7,108.7,,44.9,48.8,17.9,19,31.8,37.8,30.3,35.8,43.9,48.6,31.9,32.8,64.3,-12.1,NA,NA,2013
Idaho,WAC,29,11,108.3,111.6,,52.7,51.7,21.2,14.2,33.1,29.2,37.6,30.8,51.4,50.5,36.8,36,63.4,-11.6,NA,NA,2013
Northern Colorado,BSky,29,11,100.8,108.5,,51.3,53,20.2,19,31.4,29.7,33.2,33.4,49.2,52.7,37.1,35.6,66.4,-13.3,NA,NA,2013
Cleveland St.,Horz,29,11,97.9,107.6,,46.9,52.2,21.2,21.1,31.9,32.5,30.4,45.2,45.1,51.8,33.5,35.4,65.4,-11,NA,NA,2013
Lipscomb,ASun,29,11,96.2,107.7,,46.7,51.8,23.2,18.6,35.7,32,44.6,44.9,46.5,52.6,31.5,33.8,70.7,-12.4,NA,NA,2013
Southeastern Louisiana,Slnd,29,11,93.8,105.4,,45.6,49.6,19.5,18.4,26.4,32,36,42.8,42.1,46.1,35.5,39.7,66.3,-11.8,NA,NA,2013
Jackson St.,SWAC,29,11,93.7,106.8,,44.5,50,18.2,20.9,27.4,35,38.4,39.3,43.2,51.3,31.2,31.5,68.6,-13.5,NA,NA,2013
Nevada,MWC,30,11,103.1,104.3,,47.3,51.8,18.7,18.7,28.9,32,41.8,40.2,47.8,49.5,30.9,37.4,67,-9.2,NA,NA,2013
Bowling Green,MAC,30,11,95.4,98.5,,46.6,48,19.9,20,30.4,31.6,25.8,34.2,46.8,46.5,30.6,34.3,64.1,-13.3,NA,NA,2013
North Texas,SB,30,11,96,102.9,,44.4,47.8,20.7,18.5,33.6,32.8,41.5,34.3,44.9,45.3,28.6,35.7,66.9,-13.5,NA,NA,2013
Campbell,BSth,30,11,96.1,110.1,,48.2,51.6,20.1,20.2,32.7,34.6,30.8,39.2,48.7,52.2,31.2,33.5,66.3,-14.4,NA,NA,2013
Chattanooga,SC,30,11,96.5,110.9,,46,53.5,20,18.5,33.9,27.8,43,32.6,45.9,51.4,30.8,37.6,67.7,-14.8,NA,NA,2013
Texas Tech,B12,31,11,99.3,104,,46.5,52.8,21.5,21.3,32.1,34.3,38.1,41.1,47.9,51.1,28.8,37.5,68.2,-9.4,NA,NA,2013
Eastern Illinois,OVC,31,11,97.3,108.5,,50.1,54.1,21.3,21.3,30.2,29.8,34.2,37.6,48.7,51.2,35,38.9,60.2,-15.3,NA,NA,2013
DePaul,BE,32,11,105.6,103.2,,47.4,51.5,19.8,21.5,31.7,35.7,31.7,36.2,48.3,50.4,29.9,36.5,72.8,-9.4,NA,NA,2013
Colgate,Pat,32,11,95.8,104.5,,48,49.1,19.8,15.2,26.2,27,27.6,33,46.1,46.9,34.2,35.5,67.2,-14,NA,NA,2013
Northern Arizona,BSky,32,11,94.9,107.1,,48.7,53.2,20.5,20.2,27,30.7,31.4,38.8,48.5,52.2,32.7,36.6,68.5,-14.7,NA,NA,2013
Texas St.,WAC,33,11,98.9,107.4,,47.8,51.2,19.3,20.7,26.9,33.7,36.5,37.7,46.7,50.8,33.2,34.8,72.2,-15.7,NA,NA,2013
NJIT,GWC,25,12,93,102,,45.8,45.1,21.5,21.2,33.8,31.9,41.3,41.7,42.3,42.5,35.8,33.3,67.5,-9.8,NA,NA,2013
Brown,Ivy,27,12,94.3,99.7,,47.6,49.5,21.6,18.5,30.5,27.1,34.3,34,45.3,45.7,34,37.8,64.4,-10.3,NA,NA,2013
Sacramento St.,BSky,27,12,94.7,106.3,,45.8,50.4,17.8,19,30.1,31.2,37.2,27.7,44.1,48.8,33,35.4,63,-11.8,NA,NA,2013
UT Rio Grande Valley,GWC,28,12,90.5,106.3,,47.4,49.5,20.8,22,27,35.8,39.4,35.9,44.9,48.6,34.9,34.8,64.1,-12.5,NA,NA,2013
Yale,Ivy,29,12,101.5,103.6,,46.5,52,22.2,20.4,35,29.8,42.9,40.3,45,49.2,33.2,38.3,64.6,-10.2,NA,NA,2013
William & Mary,CAA,29,12,106.1,108.5,,53.6,48.9,20,16.1,28.5,32.4,37.6,30.1,52.2,49.3,37.2,32,63.6,-12.1,NA,NA,2013
Cal St. Northridge,BW,29,12,101.2,107.3,,46.6,54.7,19.1,22.2,35.9,31,38.5,39.8,45.7,53.6,33,37.7,71,-11.7,NA,NA,2013
Cal St. Fullerton,BW,30,12,104.2,108.8,,53.6,54.1,18.1,22.8,25,37.2,35.5,36.6,51.8,54.8,37.7,35.1,69.9,-13.3,NA,NA,2013
St. Francis NY,NEC,30,12,101.5,106.6,,48.4,50.8,18.2,19.8,34.3,33.9,31.6,37.8,48,51.3,32.8,33.2,66.5,-13.1,NA,NA,2013
Cornell,Ivy,30,12,98.3,106.6,,47.4,52.8,19.6,20.6,28.2,28.3,30.7,37.4,46.1,49.8,33.2,38.7,68.2,-11.8,NA,NA,2013
Jacksonville,ASun,30,12,94.2,106.4,,46.1,50.3,21.5,20.2,33,32,36.3,39.5,45.4,49.6,32,34.5,69.4,-12.9,NA,NA,2013
South Florida,BE,31,12,99.8,96.9,,44.6,47.3,17.7,19.6,30.3,34.5,29.2,30.5,43.2,48.5,31.3,29.9,60.4,-6.8,NA,NA,2013
Marshall,CUSA,31,12,100.2,104.4,,48.1,49.8,22.9,19.2,37.6,36.1,45,38.4,49.1,47.3,30.9,37.1,68.1,-11.4,NA,NA,2013
Holy Cross,Pat,31,12,97.4,103.5,,47.7,47.7,20.1,15.5,28.3,30.1,29.6,31.2,45.3,47.7,34.5,31.7,63.1,-13.3,NA,NA,2013
North Florida,ASun,31,12,98.8,106.1,,50.6,48.3,22.1,18.6,31,38.1,29.7,36.5,50.2,47,34.2,34.9,66.4,-12.1,NA,NA,2013
Western Carolina,SC,31,12,99.6,107.4,,47.6,49.9,18.9,20.4,34.6,35.1,30.9,47.1,46,50.5,34,32.5,66.5,-13.2,NA,NA,2013
Wofford,SC,31,12,86.5,94.9,,44.2,47.6,20.3,22.2,25.9,27,27.9,38.3,43.2,48.4,30.7,30.6,63.9,-13.2,NA,NA,2013
Georgia Southern,SC,31,12,94.6,106.3,,45.9,49.7,20.1,20.5,30.9,34.4,35.4,37,44.2,50.8,33.1,31.8,62.2,-13.9,NA,NA,2013
Prairie View A&M,SWAC,31,12,87.1,103.5,,41.3,46.9,21.6,21.1,38.6,33.4,32.6,43.7,42,46.9,26,31.3,67,-15.1,NA,NA,2013
Buffalo,MAC,32,12,102.5,103.4,,50.4,47.2,23.7,17.1,35.1,32.5,38.5,36.8,50,46.1,34.2,33.2,65.4,-13.6,NA,NA,2013
Louisiana Lafayette,SB,32,12,98.4,105.3,,48.6,48.8,19.6,20.8,29.1,35.2,35.1,43.3,46.9,47.2,34.5,34.9,70.2,-13.9,NA,NA,2013
Bethune Cookman,MEAC,32,12,96,107.5,,45.9,51,18.4,22.4,31.3,32.1,39,46.8,45.6,50.9,31,34.1,65.9,-15,NA,NA,2013
Troy,SB,33,12,97.3,107.5,,45.3,51,16.5,19.1,30.7,33,24.5,36.6,44.5,49.5,31.2,35.8,61.1,-16.6,NA,NA,2013
Dayton,A10,36,27,107,94.5,,52.9,47.3,17.9,21.1,23.3,28.4,48.1,30.6,52.6,46.5,35.6,32.5,63.8,0.8,R32,11,2015
Saint Joseph's,A10,36,28,114.2,97.6,,51.2,48.1,14.3,16.1,28.3,25.8,37.4,25,52.3,49.2,32.7,31.1,70.9,3.4,R32,8,2016
